site_id,label,probability,tool
284,0,0.1830998022755403,Uncalled4
285,0,0.2458807917809794,Uncalled4
286,1,0.744884148810091,Uncalled4
287,0,0.2336431893300724,Uncalled4
288,0,0.0882218466755566,Uncalled4
289,0,0.2279469818635478,Uncalled4
290,0,0.0902622853203229,Uncalled4
291,0,0.1701630047250978,Uncalled4
292,0,0.0010663343643078,Uncalled4
293,0,0.3948606894815099,Uncalled4
294,0,0.3900431868182867,Uncalled4
295,0,0.0169009781860734,Uncalled4
296,0,0.1516251153543314,Uncalled4
297,1,0.9534661255869754,Uncalled4
298,0,0.2808178974378738,Uncalled4
299,0,0.1912627205022595,Uncalled4
300,0,0.2409966176889013,Uncalled4
301,1,0.7514234850242048,Uncalled4
302,0,0.078601477144268,Uncalled4
303,0,0.2380024919110169,Uncalled4
304,0,0.057231013533867,Uncalled4
305,0,0.0640788000467869,Uncalled4
306,1,0.7793806181708589,Uncalled4
307,0,0.0,Uncalled4
308,0,0.0828971048228507,Uncalled4
309,0,0.0385852374299623,Uncalled4
310,1,0.892728156614187,Uncalled4
311,1,0.7912603132308209,Uncalled4
312,0,0.2011606610252416,Uncalled4
313,0,0.1628213507367839,Uncalled4
314,0,0.0475375688386563,Uncalled4
315,0,0.1597305083117983,Uncalled4
316,1,0.9038946748813896,Uncalled4
317,0,0.0,Uncalled4
318,1,1.0,Uncalled4
319,0,0.3412338515691939,Uncalled4
320,0,0.2095084753512291,Uncalled4
321,0,0.2254184123609301,Uncalled4
322,1,0.8387068000449853,Uncalled4
323,1,1.0,Uncalled4
324,0,0.287822362760864,Uncalled4
325,0,0.1668655969660293,Uncalled4
326,0,0.1016541262172277,Uncalled4
327,0,0.1997083378763144,Uncalled4
328,0,0.1521999502023627,Uncalled4
329,0,0.3132341673608929,Uncalled4
330,0,0.4305981078022406,Uncalled4
331,0,0.4131958404667663,Uncalled4
332,0,0.2270918527516733,Uncalled4
333,0,0.0290867626267842,Uncalled4
334,0,0.2041685365104086,Uncalled4
335,0,0.129048321949373,Uncalled4
336,0,0.2775493045112935,Uncalled4
337,0,0.3936555494717673,Uncalled4
338,1,0.6493392515565536,Uncalled4
339,0,0.1517868956173653,Uncalled4
340,0,0.1577852877113152,Uncalled4
341,0,0.1964269198358522,Uncalled4
342,0,0.0508781374773244,Uncalled4
343,0,0.4393440808692641,Uncalled4
344,0,0.2368394876911932,Uncalled4
345,0,0.4864005226647285,Uncalled4
346,0,0.4980141769731528,Uncalled4
347,0,0.1270073196773513,Uncalled4
348,1,0.5745902958274332,Uncalled4
349,0,0.1047848764288193,Uncalled4
350,0,0.0501077026512202,Uncalled4
351,0,0.171899256558983,Uncalled4
352,0,0.1552764718378756,Uncalled4
353,1,0.7654119988645937,Uncalled4
354,0,0.2166974068862595,Uncalled4
355,0,0.2801468996269514,Uncalled4
356,0,0.3708786945139853,Uncalled4
357,1,0.6625602890184948,Uncalled4
358,0,0.0622921834599707,Uncalled4
359,0,0.2030162482864798,Uncalled4
360,1,0.9120162633747008,Uncalled4
361,1,0.9278686824510478,Uncalled4
362,0,0.0,Uncalled4
363,1,0.7712315156272649,Uncalled4
364,0,0.3453689250803139,Uncalled4
365,1,0.9172487750624015,Uncalled4
366,0,0.2693983737549735,Uncalled4
367,0,0.2455633124324855,Uncalled4
368,0,0.2555777641878218,Uncalled4
369,0,0.2782030082294616,Uncalled4
370,0,0.2595805831037134,Uncalled4
371,0,0.0,Uncalled4
372,0,0.4475165281368455,Uncalled4
373,0,0.3421514441757736,Uncalled4
374,0,0.3031578091723279,Uncalled4
375,0,0.4513726992707924,Uncalled4
376,0,0.4285963433723003,Uncalled4
377,0,0.2031631724981734,Uncalled4
378,0,0.5155308789079573,Uncalled4
379,0,0.2314298252928275,Uncalled4
380,1,0.7671520772172976,Uncalled4
381,0,0.1937709244938374,Uncalled4
382,0,0.2395353824691844,Uncalled4
383,0,0.3765502351403252,Uncalled4
384,0,0.3263691645412556,Uncalled4
385,0,0.2198033326440175,Uncalled4
386,0,0.2701079818314611,Uncalled4
387,1,0.7086638143662084,Uncalled4
388,0,0.0534306342079201,Uncalled4
389,0,0.2770475254604231,Uncalled4
390,0,0.4833354886400657,Uncalled4
391,0,0.041601666725405,Uncalled4
392,0,0.1582318303807748,Uncalled4
393,0,0.1579987671481609,Uncalled4
394,1,0.8639826908557603,Uncalled4
395,0,0.1679201349522142,Uncalled4
396,0,0.1932898870796283,Uncalled4
397,1,0.7037017483505256,Uncalled4
398,0,0.1123126271889465,Uncalled4
399,1,0.5138289195526915,Uncalled4
400,0,0.0402583722019463,Uncalled4
401,0,0.1256174279796574,Uncalled4
402,0,0.0,Uncalled4
403,0,0.0530460089437392,Uncalled4
404,0,0.060796664240731,Uncalled4
405,0,0.3239034660770626,Uncalled4
406,0,0.3059052143712742,Uncalled4
407,0,0.1826232232169395,Uncalled4
408,0,0.1614911638863027,Uncalled4
409,0,0.1171118103805424,Uncalled4
410,1,0.8806420036275391,Uncalled4
411,0,0.0957855072084254,Uncalled4
412,1,0.6555097982557123,Uncalled4
413,0,0.0,Uncalled4
414,0,0.3119464296967078,Uncalled4
415,0,0.4205526355799406,Uncalled4
416,1,1.0,Uncalled4
417,0,0.2346630946723455,Uncalled4
418,0,0.1185070327060254,Uncalled4
419,1,0.746015569962044,Uncalled4
420,0,0.4371273877229866,Uncalled4
421,0,0.2056693922474721,Uncalled4
422,0,0.1209329973429342,Uncalled4
423,0,0.0795298878947235,Uncalled4
424,0,0.0,Uncalled4
425,0,0.1436210935041437,Uncalled4
426,0,0.2037841734214731,Uncalled4
427,1,0.7590729509876364,Uncalled4
428,0,0.3173664032914949,Uncalled4
429,0,0.2056426850469541,Uncalled4
430,0,0.287244348324188,Uncalled4
431,0,0.016757126250493,Uncalled4
432,1,0.8962220849487972,Uncalled4
433,1,0.8592787907932953,Uncalled4
434,0,0.0,Uncalled4
435,0,0.0,Uncalled4
436,0,0.5543184009833273,Uncalled4
437,0,0.1597448045963237,Uncalled4
438,0,0.1229431652660274,Uncalled4
439,0,0.1341952725353521,Uncalled4
440,1,0.9122177454266972,Uncalled4
441,0,0.0009163641988475,Uncalled4
442,1,0.658875859684959,Uncalled4
443,0,0.2510262019282339,Uncalled4
444,0,0.2003608509480616,Uncalled4
445,0,0.2531617565515994,Uncalled4
446,1,0.7204895023714751,Uncalled4
447,0,0.1678225613346683,Uncalled4
448,0,0.3597650339364775,Uncalled4
449,1,0.5885278011718341,Uncalled4
450,0,0.2279502614345224,Uncalled4
451,1,1.0,Uncalled4
452,0,0.2991826684322645,Uncalled4
453,0,0.0886615865893475,Uncalled4
454,0,0.0649357634415566,Uncalled4
455,0,0.2123627561425952,Uncalled4
456,0,0.4381616861452962,Uncalled4
457,0,0.0806095484281353,Uncalled4
458,0,0.3296005467027693,Uncalled4
459,0,0.0694458668606644,Uncalled4
460,0,0.0,Uncalled4
461,0,0.1493935557477762,Uncalled4
462,1,0.6195453623096193,Uncalled4
463,0,0.0,Uncalled4
464,0,0.1339256835099266,Uncalled4
465,0,0.1260962438041257,Uncalled4
466,1,0.5851626868379843,Uncalled4
467,0,0.1482016120462345,Uncalled4
468,0,0.1609387052728758,Uncalled4
469,0,0.1214183569625792,Uncalled4
470,0,0.0,Uncalled4
471,0,0.1619824240612147,Uncalled4
472,1,0.938726067042768,Uncalled4
473,1,0.917487996602232,Uncalled4
474,0,0.3594459246004564,Uncalled4
475,0,0.150826459165022,Uncalled4
476,0,0.3736738572975074,Uncalled4
477,0,0.3036369313150088,Uncalled4
478,0,0.1155155384284229,Uncalled4
479,0,0.0170513347790459,Uncalled4
480,1,0.5933623287017653,Uncalled4
481,0,0.0501967940519944,Uncalled4
482,0,0.3183765692233443,Uncalled4
483,0,0.2148814108293047,Uncalled4
484,0,0.3021279622372136,Uncalled4
485,1,0.8311879253712036,Uncalled4
486,0,0.362871884684149,Uncalled4
487,0,0.1714289335508636,Uncalled4
488,0,0.1551348318815009,Uncalled4
489,0,0.0787229458332053,Uncalled4
490,0,0.3539115544991398,Uncalled4
491,0,0.2346308442281287,Uncalled4
492,0,0.1352920193594102,Uncalled4
493,0,0.142196794078314,Uncalled4
494,1,0.9567819330681804,Uncalled4
495,0,0.10862379216284,Uncalled4
496,1,0.9055156855744528,Uncalled4
497,0,0.1582671184271439,Uncalled4
498,1,0.6712211141291351,Uncalled4
499,0,0.3237179952230965,Uncalled4
500,0,0.3710868997907239,Uncalled4
501,0,0.320207831851802,Uncalled4
502,0,0.0759015674113515,Uncalled4
503,0,0.0633288618399166,Uncalled4
504,0,0.4327691121604264,Uncalled4
505,0,0.0767829422796328,Uncalled4
506,0,0.0245499903560313,Uncalled4
507,1,0.7679884791352108,Uncalled4
508,0,0.1575893318010404,Uncalled4
509,0,0.0,Uncalled4
510,0,0.2403579535828762,Uncalled4
511,0,0.486282636401367,Uncalled4
512,1,0.822732260839749,Uncalled4
513,1,0.622992737914505,Uncalled4
514,1,0.7505558327228964,Uncalled4
515,1,0.7097233232416573,Uncalled4
516,0,0.0358831596514322,Uncalled4
517,0,0.0455460693789389,Uncalled4
518,0,0.0,Uncalled4
519,0,0.0,Uncalled4
520,0,0.2929379488760008,Uncalled4
521,0,0.0,Uncalled4
522,0,0.1713009343055851,Uncalled4
523,0,0.2507544197766832,Uncalled4
524,0,0.127465607635111,Uncalled4
525,1,0.6972717735092497,Uncalled4
526,0,0.0142908789147158,Uncalled4
527,0,0.0449259608209851,Uncalled4
528,0,0.1601395696536316,Uncalled4
529,1,0.9551761895746446,Uncalled4
530,0,0.4824375701426189,Uncalled4
531,0,0.0,Uncalled4
532,0,0.1866420157860822,Uncalled4
533,0,0.1776264890111462,Uncalled4
534,1,0.5201804669649803,Uncalled4
535,0,0.1458008003580877,Uncalled4
536,0,0.0787023026495119,Uncalled4
537,1,0.5811089998000437,Uncalled4
538,0,0.136315986428335,Uncalled4
539,0,0.0,Uncalled4
540,0,0.271416737937225,Uncalled4
541,0,0.200443772564802,Uncalled4
542,1,0.7906238939342256,Uncalled4
543,0,0.1078126813027212,Uncalled4
544,0,0.3611637463132623,Uncalled4
545,0,0.1646240856966235,Uncalled4
546,0,0.0978078514719315,Uncalled4
547,0,0.2727989253987674,Uncalled4
548,1,0.5649638605543441,Uncalled4
549,0,0.2562513657083893,Uncalled4
550,0,0.3942768641347275,Uncalled4
551,1,0.9430509042008992,Uncalled4
552,0,0.1397256942257231,Uncalled4
553,1,0.8038067632365642,Uncalled4
554,0,0.1578088775686283,Uncalled4
555,0,0.3944011247668441,Uncalled4
556,1,0.8134722003033678,Uncalled4
557,0,0.0303149614828331,Uncalled4
558,0,0.3337659030712955,Uncalled4
559,0,0.3858506108521272,Uncalled4
560,0,0.1172488263538449,Uncalled4
561,0,0.3163386423818231,Uncalled4
562,0,0.3449056399451264,Uncalled4
563,0,0.2014875688922527,Uncalled4
564,0,0.0380340862425992,Uncalled4
565,0,0.1892570807638906,Uncalled4
566,0,0.187652573961651,Uncalled4
567,1,1.0,Uncalled4
568,0,0.1638560180197082,Uncalled4
569,0,0.0,Uncalled4
570,0,0.3821575121747577,Uncalled4
571,0,0.0174729798794612,Uncalled4
572,0,0.2586977463075779,Uncalled4
573,0,0.1021329611352703,Uncalled4
574,0,0.1728244503947125,Uncalled4
575,0,0.0,Uncalled4
576,0,0.1617632635068904,Uncalled4
577,0,0.2962815684620847,Uncalled4
578,0,0.1511776229271597,Uncalled4
579,0,0.3232332233534967,Uncalled4
580,1,0.7863068121115927,Uncalled4
581,0,0.3135717891237479,Uncalled4
582,0,0.3234025484320529,Uncalled4
583,1,0.9240667213240304,Uncalled4
584,0,0.4494327406737501,Uncalled4
585,0,0.4177234266819455,Uncalled4
586,0,0.0,Uncalled4
587,0,0.3575872363690818,Uncalled4
588,0,0.2842086909384114,Uncalled4
589,0,0.1897213443166183,Uncalled4
590,0,0.0,Uncalled4
591,0,0.38075158268651,Uncalled4
592,1,0.7482901969913575,Uncalled4
593,0,0.0,Uncalled4
594,0,0.117378656861384,Uncalled4
595,0,0.3362396187505911,Uncalled4
596,0,0.2317024814859628,Uncalled4
597,1,0.774640671613885,Uncalled4
598,0,0.0,Uncalled4
599,0,0.3267785646723382,Uncalled4
600,0,0.3296070783585146,Uncalled4
601,1,0.933998615576572,Uncalled4
602,0,0.1136222639629189,Uncalled4
603,0,0.0442754821874008,Uncalled4
604,0,0.4584093996459609,Uncalled4
605,0,0.1575172631374001,Uncalled4
606,1,0.6166293706628142,Uncalled4
607,0,0.1962715416611437,Uncalled4
608,0,0.2296604308696668,Uncalled4
609,0,0.2309319549745733,Uncalled4
610,0,0.0112006248120858,Uncalled4
611,1,0.7055534757392048,Uncalled4
612,0,0.0691874902545006,Uncalled4
613,0,0.2309334948459767,Uncalled4
614,1,0.6525785617028805,Uncalled4
615,1,0.7218422661632694,Uncalled4
616,0,0.0630870793657289,Uncalled4
617,0,0.404374706689517,Uncalled4
618,0,0.103307446414044,Uncalled4
619,1,0.669711189185777,Uncalled4
620,0,0.0,Uncalled4
621,0,0.1863570673546876,Uncalled4
622,0,0.4725888409624146,Uncalled4
623,0,0.2132454197061872,Uncalled4
624,0,0.1706931887783823,Uncalled4
625,0,0.2434583099216261,Uncalled4
626,0,0.1231730997881541,Uncalled4
627,0,0.3271663974131052,Uncalled4
628,0,0.1732150794523123,Uncalled4
629,0,0.1131033576188256,Uncalled4
630,0,0.1301138119438199,Uncalled4
631,0,0.338189454968137,Uncalled4
632,0,0.1257189813061329,Uncalled4
633,0,0.0,Uncalled4
634,0,0.2858365619742912,Uncalled4
635,0,0.1658680660875693,Uncalled4
636,1,0.8213446514650672,Uncalled4
637,0,0.2999865325113061,Uncalled4
638,1,0.9543135786140692,Uncalled4
639,1,0.8421760983659267,Uncalled4
640,0,0.0926867625058265,Uncalled4
641,0,0.2493197680825048,Uncalled4
642,0,0.0964345090809209,Uncalled4
643,1,0.7830737115834517,Uncalled4
644,0,0.1588344298815588,Uncalled4
645,0,0.3308430145221384,Uncalled4
646,1,1.0,Uncalled4
647,0,0.4562252333961188,Uncalled4
648,0,0.4081357253778361,Uncalled4
649,0,0.3871480819453714,Uncalled4
650,1,0.8063107451474916,Uncalled4
651,1,0.7964501107197453,Uncalled4
652,0,0.4028487013496686,Uncalled4
653,0,0.3040981482394512,Uncalled4
654,0,0.4085053230792915,Uncalled4
655,0,0.2505136534114789,Uncalled4
656,0,0.0383081121112901,Uncalled4
657,0,0.0355568797837655,Uncalled4
658,0,0.0063605122973439,Uncalled4
659,1,0.7302507287959108,Uncalled4
660,0,0.0843643925643352,Uncalled4
661,0,0.1872456536946032,Uncalled4
662,1,0.8410162471762462,Uncalled4
663,1,0.7656734106119167,Uncalled4
664,0,0.2074056103284643,Uncalled4
665,0,0.1014595009916877,Uncalled4
666,1,0.9215472539145833,Uncalled4
667,0,0.104299571539033,Uncalled4
668,1,0.8755541734974689,Uncalled4
669,0,0.0,Uncalled4
670,0,0.0852963954693081,Uncalled4
671,0,0.28505929813239,Uncalled4
672,0,0.4460414148900383,Uncalled4
673,0,0.0994984350038731,Uncalled4
674,0,0.3104068486709366,Uncalled4
675,1,0.8574238801431548,Uncalled4
676,0,0.2690054505714456,Uncalled4
677,0,0.333613373534593,Uncalled4
678,1,0.623226741202995,Uncalled4
679,0,0.2589594790229864,Uncalled4
680,0,0.0717891672680761,Uncalled4
681,0,0.1243202420797709,Uncalled4
682,0,0.3989360841696611,Uncalled4
683,0,0.4771418674983032,Uncalled4
684,0,0.46442383693454,Uncalled4
685,0,0.2140503137411338,Uncalled4
686,1,0.9892211166553142,Uncalled4
687,1,0.8441639252310855,Uncalled4
688,1,0.6929540526160947,Uncalled4
689,1,0.948903596336776,Uncalled4
690,0,0.0194090409637918,Uncalled4
691,0,0.3674296458252534,Uncalled4
692,0,0.0165275471025883,Uncalled4
693,0,0.2742572169208287,Uncalled4
694,0,0.0624245010838973,Uncalled4
695,0,0.1549719389755078,Uncalled4
696,1,0.5860031881882082,Uncalled4
697,0,0.1734905320599252,Uncalled4
698,0,0.1787130348491939,Uncalled4
699,0,0.1081670202466674,Uncalled4
700,0,0.0,Uncalled4
701,0,0.1430797980478523,Uncalled4
702,1,0.7916333510390132,Uncalled4
703,0,0.0,Uncalled4
704,0,0.3220659557046004,Uncalled4
705,0,0.1370656995286015,Uncalled4
706,0,0.283867954700407,Uncalled4
707,0,0.4146786952075454,Uncalled4
708,0,0.0801589061865902,Uncalled4
709,1,0.6146391540286428,Uncalled4
710,1,0.9104858758204368,Uncalled4
711,0,0.3146311140991165,Uncalled4
712,0,0.2115092779019727,Uncalled4
713,0,0.412457199394602,Uncalled4
714,0,0.1814825684781557,Uncalled4
715,0,0.0416676185985215,Uncalled4
716,0,0.1955603049963445,Uncalled4
